textbox1,textbox19,textbox20,textbox17,textbox16,textbox14,textbox12,textbox15,textbox13,textbox7,textbox26,textbox27,textbox297,textbox298,textbox28,textbox18
Status and Sub-Status by Hauling Unit,Report Created On:,12-08-2026,Description:,Parameters:,Start Shift Date:,01-07-2026,End Shift Date:,31-07-2026,,,All,Status Category:,Fleet:,All,This report contains a spreadsheet of all the statuses that the specified hauling unit was in during the specified time period.

Textbox3,Textbox38,Textbox40,Textbox42,textbox4,FLT_DESC1,NAME,STATUSCAT_DESCRIP,STATUS_DESC,SUB_STATUS_DESC,DURATION1,Textbox29,Textbox33,Textbox34,DURATION
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Delay,S20 - Shift Change,,116.40,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Delay,S25 - Toilet Break,,0.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Delay,S31 - Fuel Filling,,0.05,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Down,O01 -  Down,,131.59,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Down,O03 - Daily Service,,1.35,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N00 - Wait At Dump,,11.04,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N01 - Truck Loading,,54.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N02 - Wait At LU,,0.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N03 - Empty,,153.85,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N03 - Empty,N031 - Empty Stopped,80.48,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N04 - Hauling,,109.18,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.03,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N05 - Spot at LU,,2.63,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N06 - Queue At LU,,18.43,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N07 - Dumping,,1.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Net Operating,N09 - General Production,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-211,Standby,S03 - Schedule No Work,,2.92,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Delay,S05 - Stuck in Mud,,2.55,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Delay,S10 - Change Operators,,0.16,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Delay,S19 - Tea/ Breakfast / Snacks,,48.80,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Delay,S20 - Shift Change,,117.65,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Delay,S25 - Toilet Break,,0.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Down,O01 -  Down,,109.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N00 - Wait At Dump,,13.46,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N01 - Truck Loading,,59.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N02 - Wait At LU,,0.09,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N03 - Empty,,162.26,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N03 - Empty,N031 - Empty Stopped,77.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N04 - Hauling,,115.78,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N04 - Hauling,N041 - Hauling Stopped,11.75,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N05 - Spot at LU,,2.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N06 - Queue At LU,,14.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Net Operating,N07 - Dumping,,0.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-212,Standby,S03 - Schedule No Work,,2.20,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Delay,S05 - Stuck in Mud,,0.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Delay,S13 - Shift Incharge Instruction,,0.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Delay,S19 - Tea/ Breakfast / Snacks,,29.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Delay,S20 - Shift Change,,73.67,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Delay,S25 - Toilet Break,,1.17,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Down,O01 -  Down,,336.21,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Down,O05 - Breakdown Maintenance,,1.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N00 - Wait At Dump,,9.62,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N01 - Truck Loading,,35.10,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N02 - Wait At LU,,0.84,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N03 - Empty,,103.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N03 - Empty,N031 - Empty Stopped,50.88,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N04 - Hauling,,73.08,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N04 - Hauling,N041 - Hauling Stopped,6.70,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N05 - Spot at LU,,2.27,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N06 - Queue At LU,,13.46,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Net Operating,N07 - Dumping,,0.82,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-214,Standby,S03 - Schedule No Work,,2.83,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Delay,S13 - Shift Incharge Instruction,,0.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Delay,S19 - Tea/ Breakfast / Snacks,,47.58,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Delay,S20 - Shift Change,,117.29,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Delay,S25 - Toilet Break,,1.14,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Down,O01 -  Down,,82.33,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N00 - Wait At Dump,,11.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N01 - Truck Loading,,61.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N02 - Wait At LU,,0.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N03 - Empty,,180.37,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N03 - Empty,N031 - Empty Stopped,83.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N04 - Hauling,,124.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N04 - Hauling,N041 - Hauling Stopped,10.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N05 - Spot at LU,,2.62,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N06 - Queue At LU,,14.68,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Net Operating,N07 - Dumping,,1.06,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-215,Standby,S03 - Schedule No Work,,0.05,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Delay,S19 - Tea/ Breakfast / Snacks,,36.97,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Delay,S20 - Shift Change,,132.95,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Down,O01 -  Down,,27.39,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Down,O03 - Daily Service,,0.90,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N00 - Wait At Dump,,15.28,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N01 - Truck Loading,,61.49,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N02 - Wait At LU,,0.84,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N03 - Empty,,199.72,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N03 - Empty,N031 - Empty Stopped,86.62,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N04 - Hauling,,143.02,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N04 - Hauling,N041 - Hauling Stopped,11.35,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N05 - Spot at LU,,2.86,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N06 - Queue At LU,,18.55,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Net Operating,N07 - Dumping,,0.67,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-216,Standby,S03 - Schedule No Work,,0.22,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Delay,S13 - Shift Incharge Instruction,,0.30,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Delay,S19 - Tea/ Breakfast / Snacks,,53.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Delay,S20 - Shift Change,,137.38,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Delay,S25 - Toilet Break,,0.50,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Down,O01 -  Down,,44.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Down,O03 - Daily Service,,0.53,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N00 - Wait At Dump,,12.41,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N01 - Truck Loading,,58.98,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N02 - Wait At LU,,0.12,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N03 - Empty,,180.77,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N03 - Empty,N031 - Empty Stopped,82.94,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N04 - Hauling,,130.39,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N04 - Hauling,N041 - Hauling Stopped,9.73,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N05 - Spot at LU,,3.11,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N06 - Queue At LU,,18.56,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Net Operating,N07 - Dumping,,1.71,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-217,Standby,S03 - Schedule No Work,,4.84,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Delay,S13 - Shift Incharge Instruction,,0.31,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Delay,S19 - Tea/ Breakfast / Snacks,,35.52,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Delay,S20 - Shift Change,,94.69,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Delay,S25 - Toilet Break,,1.19,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Delay,S31 - Fuel Filling,,0.00,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Down,O01 -  Down,,261.05,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Down,O05 - Breakdown Maintenance,,0.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N00 - Wait At Dump,,10.25,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N01 - Truck Loading,,41.66,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N02 - Wait At LU,,0.93,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N03 - Empty,,122.87,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N03 - Empty,N031 - Empty Stopped,68.15,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N04 - Hauling,,80.13,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N04 - Hauling,N041 - Hauling Stopped,8.84,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N05 - Spot at LU,,2.74,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N06 - Queue At LU,,12.64,Total,33339.86,Grand Total,51923.57
Hauling Unit,Status Category,Status Code,Sub-Status Code,Duration(Hours),KOMATSU HD785-7,RD-218,Net Operating,N07 - Dumping,,0.97,Total,33339.86,Grand Total,51923.57
